timestamp,asset,price,source,volume
1771376331000,ETH,1981.0056391028731,RtdsChainlink,
1771376448000,BTC,67319.21924520607,RtdsChainlink,
1771376489000,ETH,1982.9221783718071,RtdsChainlink,
1771376538000,BTC,67257.30441442449,RtdsChainlink,
1771376645000,BTC,67237.58998143236,RtdsChainlink,
1771376791000,ETH,1975.438139,RtdsChainlink,
1771376843000,BTC,67145.6872182332,RtdsChainlink,
1771376967000,BTC,67073.46036310401,RtdsChainlink,
1771377040000,BTC,67054.92206945612,RtdsChainlink,
1771377180000,ETH,1973.2177590724864,RtdsChainlink,
1771377225000,BTC,67129.79731510706,RtdsChainlink,
1771377341000,BTC,67137.1566839675,RtdsChainlink,
1771377416000,BTC,67106.96460894257,RtdsChainlink,
1771377524000,BTC,67117.7374887293,RtdsChainlink,
1771377648000,BTC,67144.46252828941,RtdsChainlink,
1771377754000,BTC,67196.6350234205,RtdsChainlink,
1771377858000,BTC,67169.96937903092,RtdsChainlink,
1771383078000,ETH,1987.6251153045712,RtdsChainlink,
1771383160000,BTC,67332.69222596158,RtdsChainlink,
1771383201000,ETH,1987.855628901596,RtdsChainlink,
1771383221000,BTC,67309.4904655,RtdsChainlink,
1771383324000,BTC,67297.20732689435,RtdsChainlink,
1771383430000,BTC,67306.40247591966,RtdsChainlink,
1771383546000,BTC,67306.47895079752,RtdsChainlink,
1771383784000,BTC,67344.0449935,RtdsChainlink,
1771383859000,BTC,67417.0577696275,RtdsChainlink,
1771383901000,BTC,67429.13372759552,RtdsChainlink,
1771384009000,BTC,67397.91486858233,RtdsChainlink,
1771384023000,ETH,1987.0995427643277,RtdsChainlink,
1771384131000,BTC,67379.31423376186,RtdsChainlink,
1771384211000,BTC,67320.58826147659,RtdsChainlink,
1771384228000,ETH,1986.2352211562763,RtdsChainlink,
1771384269000,BTC,67347.24180223049,RtdsChainlink,
1771384389000,BTC,67381.80372290857,RtdsChainlink,
1771384403000,ETH,1988.1425114645165,RtdsChainlink,
1771384483000,BTC,67364.96306376797,RtdsChainlink,
1771384524000,ETH,1988.1487570701397,RtdsChainlink,
1771384539000,ETH,1987.9322688896632,RtdsChainlink,
1771384616000,BTC,67427.72302598979,RtdsChainlink,
1771384633000,ETH,1990.352343549791,RtdsChainlink,
1771384676000,BTC,67427.11628074566,RtdsChainlink,
1771384690000,ETH,1989.299057209676,RtdsChainlink,
1771384798000,BTC,67408.9800769967,RtdsChainlink,
1771384881000,BTC,67403.04991113234,RtdsChainlink,
1771384922000,ETH,1988.477318120951,RtdsChainlink,
1771384937000,ETH,1988.9631235,RtdsChainlink,
1771385014000,ETH,1989.965575578269,RtdsChainlink,
1771385031000,BTC,67435.34268925553,RtdsChainlink,
1771385074000,ETH,1990.824954421612,RtdsChainlink,
1771385091000,BTC,67459.80882799833,RtdsChainlink,
1771385165000,ETH,1990.8061016556,RtdsChainlink,
1771385208000,BTC,67459.55274319404,RtdsChainlink,
1771385221000,BTC,67467.83399351356,RtdsChainlink,
1771385324000,BTC,67499.06918446426,RtdsChainlink,
1771385401000,BTC,67504.18949052744,RtdsChainlink,
1771385444000,BTC,67499.8240125,RtdsChainlink,
1771385528000,BTC,67502.902287,RtdsChainlink,
1771385545000,BTC,67482.52180028705,RtdsChainlink,
1771385586000,ETH,1996.094208618906,RtdsChainlink,
1771385696000,BTC,67548.87471060494,RtdsChainlink,
1771385807000,BTC,67593.8101166201,RtdsChainlink,
1771385915000,BTC,67584.0741315,RtdsChainlink,
1771386027000,BTC,67543.9379683764,RtdsChainlink,
1771386138000,BTC,67548.94167183971,RtdsChainlink,
1771386244000,BTC,67590.57561038785,RtdsChainlink,
1771386330000,BTC,67613.58219331435,RtdsChainlink,
1771386450000,BTC,67554.6942845,RtdsChainlink,
1771386558000,BTC,67573.01338591939,RtdsChainlink,
1771386673000,BTC,67592.03997602366,RtdsChainlink,
1771386749000,ETH,1998.2834445,RtdsChainlink,
1771386792000,BTC,67610.86204595666,RtdsChainlink,
1771386869000,ETH,1998.1065678975117,RtdsChainlink,
1771386887000,BTC,67621.65992826405,RtdsChainlink,
1771386928000,ETH,1998.380734128627,RtdsChainlink,
1771386943000,BTC,67622.74035191555,RtdsChainlink,
1771387050000,BTC,67617.14794069224,RtdsChainlink,
1771387128000,ETH,1997.679776745352,RtdsChainlink,
1771387178000,BTC,67592.52996773488,RtdsChainlink,
1771387201000,ETH,1996.0418,RtdsChainlink,
1771387278000,ETH,1997.1262898028992,RtdsChainlink,
1771387321000,BTC,67542.18171604858,RtdsChainlink,
1771387434000,BTC,67528.60823733457,RtdsChainlink,
1771387509000,BTC,67485.7298945,RtdsChainlink,
1771387551000,BTC,67499.084675,RtdsChainlink,
1771387565000,ETH,1994.9682,RtdsChainlink,
1771387673000,BTC,67477.30576358589,RtdsChainlink,
1771387792000,BTC,67553.69582954374,RtdsChainlink,
1771387883000,ETH,1999.9398648086824,RtdsChainlink,
1771387926000,BTC,67642.80897850881,RtdsChainlink,
1771387947000,BTC,67584.42858508647,RtdsChainlink,
1771388025000,BTC,67545.31414744395,RtdsChainlink,
1771388068000,BTC,67516.2071147488,RtdsChainlink,
1771388150000,ETH,1997.354808978116,RtdsChainlink,
1771388191000,BTC,67539.616674,RtdsChainlink,
1771388215000,ETH,1997.586135,RtdsChainlink,
1771388328000,BTC,67584.79200186348,RtdsChainlink,
1771388439000,BTC,67625.32754766755,RtdsChainlink,
1771388528000,ETH,1997.1596,RtdsChainlink,
1771388569000,BTC,67609.47040798712,RtdsChainlink,
1771388590000,ETH,1994.8283275,RtdsChainlink,
1771388694000,BTC,67623.74330791867,RtdsChainlink,
1771388797000,BTC,67601.75370134895,RtdsChainlink,
1771388811000,ETH,1995.7224734737345,RtdsChainlink,
1771388887000,ETH,1995.7329294939395,RtdsChainlink,
1771388930000,BTC,67625.76218418316,RtdsChainlink,
1771389005000,ETH,1995.7933920407777,RtdsChainlink,
1771389029000,BTC,67634.8204034477,RtdsChainlink,
1771389070000,ETH,1995.908435203784,RtdsChainlink,
1771389159000,BTC,67682.8650024803,RtdsChainlink,
1771389207000,BTC,67682.75650159061,RtdsChainlink,
1771389352000,BTC,67698.33172240274,RtdsChainlink,
1771389370000,ETH,1995.6939306002976,RtdsChainlink,
1771389464000,BTC,67636.134881343,RtdsChainlink,
1771389486000,BTC,67667.86170168719,RtdsChainlink,
1771389559000,ETH,1994.475577037132,RtdsChainlink,
1771389608000,BTC,67684.94829613592,RtdsChainlink,
1771389627000,BTC,67685.64899691862,RtdsChainlink,
1771389703000,ETH,1994.03515,RtdsChainlink,
1771389758000,BTC,67660.2884231296,RtdsChainlink,
1771389869000,BTC,67661.92121966828,RtdsChainlink,
1771389985000,BTC,67618.8275295,RtdsChainlink,
