timestamp,market_id,token_id,side,price,size,outcome,pnl,entry_bid,entry_ask,entry_mid,exit_bid,exit_ask,exit_mid,fee_open,fee_close,slippage_open,slippage_close,p_market,p_model,edge_net,kelly_raw,kelly_applied,exit_reason_detail
1771386300392,btc-updown-15m-1771385400,71253989932161658019584544338349243336163525024405348409049586494139620758927,Down,67470.42946611502,5.667072362831941,LOSS,-5.667072362831941,0.54,0.55,0.545,0.54,0.55,0.545,0.08889516246061828,0.0,0.0050000000000000044,0.0050000000000000044,0.545,0.6246230232850662,0.0491790232850662,0.023606718411258096,0.005901679602814524,market_expiry_resolution_loss
1771387200392,btc-updown-15m-1771386300,10687515197968337508726640376732189772172525117039693015379618354064164407496,Down,67556.1383234342,5.41327891312657,LOSS,-5.41327891312657,0.55,0.56,0.555,0.58,0.59,0.585,0.08453080360626535,0.0,0.0050000000000000044,0.0050000000000000044,0.555,0.6342323373211202,0.04885697732112011,0.023255312093454928,0.005813828023363732,market_expiry_resolution_loss
1771387253133,eth-updown-15m-1771386300,92898156653172982104805603523773676133035231645733989001956153413532459515372,Down,1996.725687725,11.653824951358304,WIN,16.77013834463756,0.4,0.41,0.405,0.4,0.41,0.405,0.1786053288098145,0.0,0.004999999999999949,0.0050000000000000044,0.405,0.6927542490965696,0.25765968909656956,0.37076991372299944,0.0125,market_expiry_resolution_win
1771388100634,btc-updown-15m-1771387200,104515491124626316281677767393510287319988337742430841624316917488947814719392,Down,67556.37137400518,11.427267011019472,WIN,9.349582099925021,0.54,0.55,0.545,0.54,0.55,0.545,0.17925106516864936,0.0,0.0050000000000000044,0.0050000000000000044,0.545,0.92,0.344556,0.6800000000000002,0.0125,market_expiry_resolution_win
1771388192997,eth-updown-15m-1771387200,40980064536674270742520319241406807857043207608555633501773767537618949203776,Down,1996.2418887796,11.639903115807872,LOSS,-11.639903115807872,0.41,0.42,0.415,0.41,0.42,0.415,0.17966499988208134,0.0,0.0050000000000000044,0.0050000000000000044,0.415,0.6982359819503245,0.25303534195032457,0.36937238267297334,0.0125,market_expiry_resolution_loss
1771389023979,eth-updown-15m-1771388100,109496518806739448833243799317771088332064974592087748835136742501450833874968,Down,1996.6390277262424,11.595396396195415,WIN,13.075659765922492,0.46,0.47,0.46499999999999997,0.46,0.47,0.46499999999999997,0.18308279600692237,0.0,0.0050000000000000044,0.004999999999999949,0.46499999999999997,0.7266648978040467,0.2311210578040468,0.36351867510197516,0.0125,market_expiry_resolution_win
1771389024126,btc-updown-15m-1771388100,51371321985823572253361539591387858460490542676422130400172975153637865046628,Down,67491.11706273413,11.742785708462375,LOSS,-11.742785708462375,0.49,0.5,0.495,0.49,0.5,0.495,0.18609046835840415,0.0,0.0050000000000000044,0.0050000000000000044,0.495,0.9176024306389162,0.3920024306389162,0.7072048612778326,0.0125,market_expiry_resolution_loss
1771389541500,btc-updown-15m-1771389000,101724421893687712806618595179303005063491991753041560665510510902685448228836,Down,67602.99130364576,11.604551611258415,LOSS,-0.95190227134918,0.54,0.55,0.545,0.5128800242426877,0.5128800242426877,0.5128800242426877,0.18203199724980088,0.16870104501392338,0.0050000000000000044,0.0,0.545,0.92,0.344556,0.6800000000000002,0.0125,dynamic_hard_stop_roi<=-0.0775 breaches=2
