timestamp,signal_id,asset,timeframe,market_slug,token_id,reason,spread,depth_top5,p_market,p_model,edge_net
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771382700000,1771382700000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
1771383600000,1771383600000-ETH-Min15,ETH,15m,,,price_stale,0.0,0.0,0.0,0.0,0.0
